Location Id,Business Account Number,Ownership Name,DBA Name,Street Address,City,State,Source Zipcode,Business Start Date,Business End Date,Location Start Date,Location End Date,Mail Address,Mail City,Mail Zipcode,Mail State,NAICS Code,NAICS Code Description,Parking Tax,Transient Occupancy Tax,LIC Code,LIC Code Description,Supervisor District,Neighborhoods - Analysis Boundaries,Business Corridor,Business Location,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,DELETE - Zip Codes,DELETE - Fire Prevention Districts,DELETE - Supervisor Districts,DELETE - Current Police Districts,DELETE - Neighborhoods,DELETE - Police Districts
1190600-06-181,1088556,Delvin Garcia,Delvin Garcia Construction,2881 13th St,San Pablo,CA,94806,06/01/2018,,06/01/2018,,2881 13TH ST,San Pablo,94806,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1121646-09-161,1058547,Sodexo Magic Llc,Delta Sky Club Sfo,San Francisco Intl Airport,San Francisco,CA,94128,01/01/2016,,01/01/2016,,PO BOX 352,Buffalo,14240,NY,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1157734-08-171,134280,Delsie Inc,Delsie Inc.,1 Hallidie Plz 404a,San Francisco,CA,94102,10/01/1981,,08/10/2017,,35 POWELL ST,San Francisco,94102,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1144533-04-171,1069421,Organic Catering Bay Area Inc,Delivered,24 Jasper Place,San Francisco,CA,94133,04/28/2017,,04/28/2017,,24 JASPER PL,San Francisco,94133,CA,7220-7229,Food Services,f,f,,,3,North Beach,North Beach,,,,,,,,,,,
1132717-01-171,1063721,Delish Dish Kitchen Inc,Delish Dish Kitchen Inc,2109 Clement St,San Francisco,CA,94121,01/12/2017,,01/12/2017,,0000 UNDELIVERABLE MAIL,San Francisco,99999,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",,,,,,,,,,,,,,
0382151-01-001,382151,Delirium Cocktails Inc,Delirium Cocktails,3139 16th St,San Francisco,CA,94103,07/01/2004,,07/01/2004,,3139 16TH ST,San Francisco,94103,CA,7220-7229,Food Services,f,f,A45 H86 P12 P23,Multiple,,,,POINT (-122.422827 37.764866),37,3,5,20,28859,8,5,7,19,4
0920794-01-001,920794,William E Wuepper,Delights Catering Services,490 33rd Ave Apt 201,San Francisco,CA,94121,05/15/1993,,07/31/2000,,501 GUERRERO ST APT 2,San Francisco,94110,CA,7220-7229,Food Services,f,f,,,1,Outer Richmond,,POINT (-122.493331 37.780003),8,8,4,29,55,11,2,9,26,6
1240773-12-191,1109581,Elizabeth Chan,Delights By Lisa,1767 Church St,San Francisco,CA,94131,12/10/2019,,12/10/2019,,1767 CHURCH ST,San Francisco,94131,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",8,Noe Valley,,,,,,,,,,,,
1227948-07-191,1104249,Bilal Sabir,Delightful Foods,84 Bartlett St,San Francisco,CA,94110,07/15/2019,,07/15/2019,,PO BOX 18486,Oakland,94619,CA,7220-7229,Food Services,f,f,H34,CATERER RETAIL FOOD VEHICLES,,,,,,,,,,,,,,
1236353-10-191,1104249,Bilal Sabir,Delightful Foods,"1700 O'farrell St",San Francisco,CA,94115,07/15/2019,,10/16/2019,,PO BOX 18486,Oakland,94619,CA,7220-7229,Food Services,f,f,H34,CATERER RETAIL FOOD VEHICLES,,,,,,,,,,,,,,
0439549-01-999,439549,Gerlach David/carmen,Delicious Kettle Corn,6613 Hollis St,Oakland,CA,94608,06/04/2009,,06/04/2009,,664 CHETWOOD ST,Oakland,94610,CA,7220-7229,Food Services,f,f,,,,,,POINT (-122.291873 37.847976),,,,,1485,,,,,
1009384-10-141,1004899,Delicious Dish Llc,Delicious Dish Llc,18709 Arnold Dr,Sonoma,CA,95476,07/15/2014,,07/15/2014,,515 EL DORADO DR,Sonoma,95476,CA,7220-7229,Food Services,f,f,,,,,,POINT (-122.493766 38.302618),,,,,31040,,,,,
1183851-04-181,1085822,Ivy Xiao Ni Zhang,Delicious Dimsum,752 Jackson St,San Francisco,CA,94133,04/02/2018,,04/02/2018,,752 JACKSON ST,San Francisco,94133,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",,,,,,,,,,,,,,
0480360-01-999,480360,Delicious Inc,Delicious ! Catering,26 Medway Rd 7,San Rafael,CA,94901,07/01/2013,,07/01/2013,04/23/2015,3241 KERNER BLVD STE 23,San Rafael,94901,CA,7220-7229,Food Services,f,f,,,,,,POINT (-122.509727 37.963616),,,,,1510,,,,,
1026717-04-151,480360,Delicious Inc,Delicious ! Catering,3241 Kerner Blvd 23,San Rafael,CA,94901,07/01/2013,,07/01/2013,,3241 KERNER BLVD STE 23,San Rafael,94901,CA,7220-7229,Food Services,f,f,,,,,,POINT (-122.50188 37.959831),,,,,1510,,,,,
1044208-11-151,1020705,Delicioso Creperie Llc,Delicioso Creperie,1550 Bryant St,San Francisco,CA,94103,10/27/2015,,10/27/2015,,766 KERN ST,Richmond,94805,CA,7220-7229,Food Services,f,f,H26,"RESTAURANT GREATER THAN 2,000 SQFT",,,,POINT (-122.410687 37.76762),53,3,2,20,28853,8,7,7,19,4
1233726-09-191,1020705,Delicioso Creperie Llc,Delicioso,1550 Bryant St Ste 130,San Francisco,CA,94103,10/27/2015,,09/12/2019,,766 KERN ST,Richmond,94805,CA,7220-7229,Food Services,f,f,,,9,Mission,,,,,,,,,,,,
0367629-03-001,367629,Delica Iwata California,Delica,Market Shop Ferry Bldg E-8,San Francisco,CA,94105,04/29/2009,,04/29/2009,,1 FERRY BUILDING,San Francisco,94111,CA,7220-7229,Food Services,f,f,H25 POS01,Multiple,,,,POINT (-122.437966 37.729114),94,9,1,28,28861,9,6,4,25,7
0484819-01-001,484819,Deliboard Llc,Deliboard,1058 Folsom St,San Francisco,CA,94103,09/02/2011,,09/02/2011,,1058 FOLSOM ST,San Francisco,94103,CA,7220-7229,Food Services,f,f,H26,"RESTAURANT GREATER THAN 2,000 SQFT",6,South of Market,,POINT (-122.406959 37.777453),32,1,10,34,28853,14,9,2,34,2
0198036-01-001,198036,Kim Yong H Jzong S,Deli World,18 Ocean Ave,San Francisco,CA,94112,07/09/1990,,08/15/2011,,18 OCEAN AVE,San Francisco,94112,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",11,Outer Mission,,POINT (-122.435832 37.723863),94,9,1,28,28861,9,6,4,25,7
1226002-06-191,168329,Bon Appetit Management Co,Deli North 300,1 Warriors Way Lvl 300 North,San Francisco,CA,94158,07/01/1987,,05/28/2019,,100 HAMILTON AVE STE 400,Palo Alto,94301,CA,7220-7229,Food Services,f,f,H36,STADIUM CONCESSION,,,,,,,,,,,,,,
1002560-07-141,1001777,Lopez-Iriarte Oscar,Deli 23,2449 23rd St,San Francisco,CA,94110,05/01/2014,,05/01/2014,,2449 23RD ST,San Francisco,94110,CA,7220-7229,Food Services,f,f,H07 H31,Multiple,,,,POINT (-122.404309 37.754414),54,3,9,20,28859,10,8,7,19,4
1124138-10-161,436381,C&a Ventures Inc,Delfina Restaurant Group,3621 18th St,San Francisco,CA,94110,09/15/2008,,10/14/2016,,3672 18TH ST 1 APT,San Francisco,94110,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
0318520-01-001,318520,Delfina Restaurant Inc,Delfina Restaurant,3621 18th St,San Francisco,CA,94110,07/27/1998,,07/27/1998,,3621 18TH ST,San Francisco,94110,CA,7220-7229,Food Services,f,f,D04 H24,Multiple,8,Mission,,POINT (-122.424315 37.761535),37,3,5,20,28859,8,5,7,19,4
0339844-04-001,339844,Bountiful Foods Llc,Delessio Market & Bakery,1695 Market St,San Francisco,CA,94103,01/01/2011,,01/01/2011,12/15/2017,1661 TENNESSEE ST 3B STE,San Francisco,94107,CA,7220-7229,Food Services,f,f,,,,,,POINT (-122.42228 37.772647),32,1,10,20,28853,8,9,2,19,2
0339844-07-001,339844,Bountiful Foods Llc,Delessio Market & Bakery,302 Broderick St,San Francisco,CA,94117,01/01/2011,,01/01/2011,11/23/2018,1661 TENNESSEE ST 3B STE,San Francisco,94107,CA,7220-7229,Food Services,f,f,D19 H28 H79 POS01 WM30,Multiple,,,,POINT (-122.439104 37.772949),24,7,11,9,29492,15,11,8,10,5
0443173-01-001,443173,Chestnut Partners Llc,Delarosa,2175 Chestnut St,San Francisco,CA,94123,10/01/2009,,10/01/2009,,1829 UNION ST,San Francisco,94123,CA,7220-7229,Food Services,f,f,H26,"RESTAURANT GREATER THAN 2,000 SQFT",2,Marina,,POINT (-122.439121 37.800448),17,4,6,13,57,13,1,6,17,9
1040185-09-151,1018693,Dela Downtown Llc,Delarosa,37 Yerba Buena Ln,San Francisco,CA,94103,09/22/2015,,09/22/2015,,1829 UNION ST,San Francisco,94123,CA,7220-7229,Food Services,f,f,D04 H26,Multiple,6,Financial District/South Beach,,POINT (-122.404205 37.785689),32,5,10,8,28853,12,9,2,6,2
0456652-01-001,456652,Del Popolo Llc,Del Popolo Llc,269 Chattanooga St,San Francisco,CA,94114,05/01/2011,,05/01/2011,,722 HAMPSHIRE ST,San Francisco,94110,CA,7220-7229,Food Services,f,f,D19 H79,Multiple,8,Noe Valley,,POINT (-122.426379 37.752256),52,3,5,22,28862,2,5,7,22,4
1039334-09-151,1018247,January 16th Llc,Del Popolo,855 Bush St,San Francisco,CA,94110,09/01/2015,,09/01/2015,,855 BUSH ST,San Francisco,94108,CA,7220-7229,Food Services,f,f,H26,"RESTAURANT GREATER THAN 2,000 SQFT",,,,POINT (-122.411361 37.789837),50,6,3,21,28857,5,10,1,21,1
1134340-01-171,1064573,Reus Francisco Tomas,Del Encanto,1501 Folsom St,San Francisco,CA,94103,01/05/2017,,01/05/2017,,3584 SISKIYOU CT,Hayward,94542,CA,7220-7229,Food Services,f,f,,,6,Mission,,,,,,,,,,,,
0358007-01-001,358007,Kyi Aung,Deja Vu Pizza & Pasta,3227 16th St,San Francisco,CA,94103,07/30/2002,,07/30/2002,,3227 16TH ST,San Francisco,94103,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",8,Mission,,POINT (-122.42472 37.764733),37,3,5,20,28859,8,5,7,19,4
1237828-11-191,1108273,Guerrilla Vision Llc,Deck The Halls,1490 Sacramento St Apt 2a,San Francisco,CA,94109,06/01/2018,,11/04/2019,,1490 SACRAMENTO ST 2A APT,San Francisco,94109,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1085001-07-161,1023458,M&m Foods Llc,Deccan Spice By M&m,1142 Valencia St,San Francisco,CA,94110,01/04/2016,,07/25/2016,07/08/2019,6587 BYRON LN,San Ramon,94582,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",,,,,,,,,,,,,,
1133192-01-171,1063941,Deccan Spice Llc,Deccan Spice,6806 Aberdale Cir,San Ramon,CA,94582,01/06/2017,,01/06/2017,,6806 ABERDALE CIR,San Ramon,94582,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1225512-06-191,1023458,M&m Foods Llc,Deccan House,1142 Valencia St,San Francisco,CA,94110,01/04/2016,,06/19/2019,,6587 BYRON LN,San Ramon,94582,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",,,,,,,,,,,,,,
0420238-03-001,420238,Fourbarrel Coffee,Decca Coffee,375 Valencia St,San Francisco,CA,94103,07/27/2007,,03/08/2013,06/01/2015,375 VALENCIA ST,San Francisco,94103,CA,7220-7229,Food Services,f,f,,,9,Mission,,POINT (-122.422088 37.766975),37,3,5,20,28853,8,5,7,19,4
0957026-01-001,957026,Elejorde Robert,Decadent Delights,522 34th Ave,San Francisco,CA,94121,10/19/1996,,03/21/2008,,522 34TH AVE,San Francisco,94121,CA,7220-7229,Food Services,f,f,,,1,Outer Richmond,,POINT (-122.494341 37.779096),8,8,4,29,55,11,2,9,26,6
1207331-12-181,1095820,Sakhalin Llc,Death By Taco,550 Battery St Apt 1006,San Francisco,CA,94111,12/11/2018,,12/11/2018,03/01/2019,301 KING ST B STE,San Francisco,94158,CA,7220-7229,Food Services,f,f,,,3,Financial District/South Beach,,,,,,,,,,,,
1207700-12-181,1095820,Sakhalin Llc,Death By Taco,301 King St Ste B,San Francisco,CA,94158,12/11/2018,,12/15/2018,,301 KING ST B STE,San Francisco,94158,CA,7220-7229,Food Services,f,f,D04 H24,Multiple,6,Mission Bay,,,,,,,,,,,,
1225614-06-191,1098348,Epicer Llc,Dear Inga,3560 18th St,San Francisco,CA,94110,11/07/2018,,06/20/2019,,3560 18TH ST,San Francisco,94110,CA,7220-7229,Food Services,f,f,D04 D19 H26,Multiple,8,Mission,,,,,,,,,,,,
1210117-01-191,1097047,David Cervantes Cortes,De Raiz,276 Richland Ave,San Francisco,CA,94110,01/16/2019,,01/16/2019,,276 RICHLAND AVE,San Francisco,94110,CA,7220-7229,Food Services,f,f,,,9,Bernal Heights,,,,,,,,,,,,
1020124-02-151,420238,Fourbarrel Coffee,De La Paz,1081 Mission St,San Francisco,CA,94103,07/27/2007,,01/01/2015,12/31/2017,375 VALENCIA ST,San Francisco,94103,CA,7220-7229,Food Services,f,f,,,6,South of Market,,POINT (-122.410586 37.779497),32,1,10,34,28853,14,9,2,34,2
1224993-06-191,1103107,Dbc Restaurant Llc,Dbc Restaurant,1109 Fillmore St,San Francisco,CA,94115,06/13/2019,,06/13/2019,,433 ELLIS ST 225 RM,San Francisco,94102,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",5,Western Addition,,,,,,,,,,,,
1224565-06-191,1095449,"50 Third Street Owner, Lp",Dba:  Park Central Hotel San Francisco - Pantry - 3rd Floor,50 Third St,San Francisco,CA,94103,11/30/2018,,11/30/2018,,50 3RD ST BLDG,San Francisco,94103,CA,7220-7229,Food Services,f,f,H26,"RESTAURANT GREATER THAN 2,000 SQFT",,,,,,,,,,,,,,
1224564-06-191,1095449,"50 Third Street Owner, Lp",Dba:  Park Central Hotel San Francisco - Maso,50 Third St,San Francisco,CA,94103,11/30/2018,,11/30/2018,,50 3RD ST BLDG,San Francisco,94103,CA,7220-7229,Food Services,f,f,H26,"RESTAURANT GREATER THAN 2,000 SQFT",,,,,,,,,,,,,,
1224566-06-191,1095449,"50 Third Street Owner, Lp",Dba:  Park Central Hotel San Francisco - Garde Manger,50 Third St,San Francisco,CA,94103,11/30/2018,,11/30/2018,,50 3RD ST BLDG,San Francisco,94103,CA,7220-7229,Food Services,f,f,H26,"RESTAURANT GREATER THAN 2,000 SQFT",,,,,,,,,,,,,,
1224563-06-191,1095449,"50 Third Street Owner, Lp",Dba:  Park Central Hotel San Francisco - Employee Cafeteria,50 Third St,San Francisco,CA,94103,11/30/2018,,11/30/2018,,50 3RD ST BLDG,San Francisco,94103,CA,7220-7229,Food Services,f,f,H26,"RESTAURANT GREATER THAN 2,000 SQFT",,,,,,,,,,,,,,
1224562-06-191,1095449,"50 Third Street Owner, Lp",Dba:  Park Central Hotel San Francisco - Banquet And Catering,50 Third St,San Francisco,CA,94103,11/30/2018,,11/30/2018,,50 3RD ST BLDG,San Francisco,94103,CA,7220-7229,Food Services,f,f,H26,"RESTAURANT GREATER THAN 2,000 SQFT",,,,,,,,,,,,,,
1198809-08-181,920976,Smg,Dba:  Moscone South Main Kitchen,747 Howard St,San Francisco,CA,94103,01/01/1992,,08/23/2018,,747 HOWARD ST,San Francisco,94103,CA,7220-7229,Food Services,f,f,H30,CATERING FACILITY,,,,,,,,,,,,,,
1241247-12-191,1109786,Terramino Inc.,"Dba Prime Roots, Dba Nirvana Kitchen",685 Harrison St,San Francisco,CA,94107,12/20/2019,,12/20/2019,,2940 7th St,Berkeley,94710,CA,7220-7229,Food Services,f,f,,,6,Financial District/South Beach,,,,,,,,,,,,
1087513-08-161,1041613,Gilly National Inc,Dba Gilly Vending Inc,990 166 St,Miami,FL,33169,07/07/2016,,07/07/2016,,990 NW 166TH ST,Miami,33169,FL,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1215732-03-191,1099486,Hakko Llc,Dba Family,362 Columbus Ave,San Francisco,CA,94133,10/20/2017,,03/12/2019,03/12/2019,164 LANGTON ST,San Francisco,94103,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1132523-01-171,1063615,Phuoc Nguyen,Dba Champa Garden,609 Faxon Ave,San Francisco,CA,94112,01/10/2017,,01/10/2017,,609 FAXON AVE,San Francisco,94112,CA,7220-7229,Food Services,f,f,,,7,West of Twin Peaks,,,,,,,,,,,,
1132525-01-171,1063616,Phuoc Nguyen,Dba Champa Garden,613 Faxon Ave,San Francisco,CA,94112,01/10/2017,,01/10/2017,,613 FAXON AVE,San Francisco,94112,CA,7220-7229,Food Services,f,f,,,7,West of Twin Peaks,,,,,,,,,,,,
1135210-02-171,1064980,Cannabites San Francisco,Dba Cannabites San Francisco,2727 Market St 103,San Francisco,CA,94114,02/05/2017,,02/05/2017,02/05/2017,2727 MARKET ST APT 103,San Francisco,94114,CA,7220-7229,Food Services,f,f,,,8,Castro/Upper Market,,,,,,,,,,,,
1252190-05-201,1114299,Eymard Mejia Vazquez,Dba,1820 Sunnydale Ave,San Francisco,CA,94134,05/05/2020,,05/05/2020,,1820 Sunnydale Ave,San Francisco,94134,CA,7220-7229,Food Services,f,f,,,10,Visitacion Valley,,,,,,,,,,,,
0360539-01-001,360539,Day Darmet Catering Inc,Day Darmet Catering Inc,1068 Revere Ave,San Francisco,CA,94124,06/25/2002,,06/25/2002,,1068 REVERE AVE,San Francisco,94124,CA,7220-7229,Food Services,f,f,H30,CATERING FACILITY,10,Bayview Hunters Point,,POINT (-122.379053 37.725409),78,2,9,1,58,10,8,3,1,3
0401676-01-001,401676,Kirker Dawn C,Dawn Kirker Designs,1258 12th Ave Apt 3,San Francisco,CA,94122,01/10/2005,,01/10/2005,,1258 12TH AVE APT 3,San Francisco,94122,CA,7220-7229,Food Services,f,f,,,5,Inner Sunset,,POINT (-122.469576 37.764655),109,10,11,14,56,11,11,5,12,8
0956819-04-001,956819,Arnovick Brandon D,Davis Wood Estates,3301 Folsom St,San Francisco,CA,94110,10/03/1996,,01/01/2005,07/31/2019,3168 22ND ST,San Francisco,94110,CA,7220-7229,Food Services,f,f,,,9,Bernal Heights,,POINT (-122.413383 37.745007),83,9,2,2,28859,2,7,4,2,7
1198816-08-181,325904,Avatar Foods International Inc,Davies Symphony Hall,201 Van Ness Ave,San Francisco,CA,94102,04/02/1999,,07/23/2018,,1030 ILLINOIS ST,San Francisco,94107,CA,7220-7229,Food Services,f,f,H86,BARS/TAVERNS W/O FOOD PREP,5,Hayes Valley,,,,,,,,,,,,
1205735-11-181,325904,Avatar Foods International Inc,Davies Second Tier Bar,201 Van Ness Ave,San Francisco,CA,94102,04/02/1999,,08/01/2018,,1030 ILLINOIS ST,San Francisco,94107,CA,7220-7229,Food Services,f,f,,,5,Hayes Valley,,,,,,,,,,,,
1205732-11-181,325904,Avatar Foods International Inc,Davies Main Bar,201 Van Ness Ave,San Francisco,CA,94102,04/02/1999,,08/01/2018,,1030 ILLINOIS ST,San Francisco,94107,CA,7220-7229,Food Services,f,f,,,5,Hayes Valley,,,,,,,,,,,,
1205734-11-181,325904,Avatar Foods International Inc,Davies Loge Bar,201 Van Ness Ave,San Francisco,CA,94102,04/02/1999,,08/01/2018,,1030 ILLINOIS ST,San Francisco,94107,CA,7220-7229,Food Services,f,f,,,5,Hayes Valley,,,,,,,,,,,,
1205733-11-181,325904,Avatar Foods International Inc,Davies First Tier Bar,201 Van Ness Ave,San Francisco,CA,94102,04/02/1999,,08/01/2018,,1030 ILLINOIS ST,San Francisco,94107,CA,7220-7229,Food Services,f,f,,,5,Hayes Valley,,,,,,,,,,,,
1250284-04-201,473398,Geary St Restaurant Group Inc,"David's Deli&bistro",474 Geary St,San Francisco,CA,94102,10/01/2012,,10/01/2012,,480 Geary St,San Francisco,94102,CA,7220-7229,Food Services,f,f,,,3,Tenderloin,,,,,,,,,,,,
1164316-10-171,1075368,David Upchurch Chocolatier Llc,David Upchurch Chocolatier Llc,103 Horn Ave,San Francisco,CA,94124,07/04/2017,,10/18/2017,12/27/2019,1081 NOE ST,San Francisco,94114,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1241302-12-191,1075368,David Upchurch Chocolatier Llc,David Upchurch Chocolatier,638 2nd St,Oakland,CA,94607,07/04/2017,,12/27/2019,,1081 Noe St,San Francisco,94114,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1159454-08-171,1075368,David Upchurch Chocolatier Llc,David Upchurch Chocolatier,1081 Noe St,San Francisco,CA,94114,07/04/2017,,07/04/2017,10/17/2017,1081 NOE ST,San Francisco,94114,CA,7220-7229,Food Services,f,f,,,8,Noe Valley,,,,,,,,,,,,
1207929-12-181,1096062,Ronald Rener,"Dat' Ole Louisiana Boy",900 143rd St,San Leandro,CA,94578,12/19/2018,,12/19/2018,12/19/2018,PO BOX 3244,San Leandro,94578,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
0450037-01-001,450037,Darwin Cafe Llc,Darwin Cafe,212 Ritch St,San Francisco,CA,94107,07/01/2010,,07/01/2010,,212 RITCH ST,San Francisco,94107,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",6,South of Market,,POINT (-122.396102 37.780664),32,1,10,34,28856,6,9,2,34,2
0385354-02-001,385354,Tn2 Inc,Dartealing Lounge,470 3rd St Ste 101,San Francisco,CA,94107,02/15/2005,,04/15/2011,,470 3RD ST STE 101,San Francisco,94107,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",6,South of Market,,POINT (-122.396243 37.78166),32,1,10,8,28856,6,9,2,6,2
0471322-01-001,471322,David K C Corporation,Darrens Cafe,2731 Taylor St,San Francisco,CA,94133,08/01/2012,,08/01/2012,,739 WASHINGTON ST STE 300,San Francisco,94108,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",,,,POINT (-122.415677 37.807573),99,6,3,23,308,5,10,1,23,1
0397111-01-001,397111,Darioush Inc,Darioush Inc,3065 Jackson St,San Francisco,CA,94115,03/29/2006,,03/29/2006,,900 DOOLITTLE DR STE 7A,San Leandro,94577,CA,7220-7229,Food Services,f,f,H91,SCHOOL CAFETERIAS (PRIVATE W/FOOD PREP),2,Pacific Heights,,POINT (-122.445422 37.791103),102,8,6,30,29490,13,1,9,27,6
0397111-01-002,397111,Darioush Inc,Darioush Inc,1563 Page St,San Francisco,CA,94117,03/29/2006,,03/29/2006,06/05/2016,900 DOOLITTLE DR STE 7A,San Leandro,94577,CA,7220-7229,Food Services,f,f,,,,,,POINT (-122.44642 37.771034),25,7,11,3,29492,15,11,8,9,5
0397111-01-004,397111,Darioush Inc,Darioush Inc,800 Chestnut St,San Francisco,CA,94133,03/29/2006,,08/01/2012,,900 DOOLITTLE DR STE 7A,San Leandro,94577,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",,,,POINT (-122.417126 37.803265),107,6,6,32,308,5,1,1,32,1
0397111-02-001,397111,Darioush Inc,Darioush Inc,350 Masonic Ave,San Francisco,CA,94118,03/29/2006,,03/01/2014,,900 DOOLITTLE DR STE 7A,San Leandro,94577,CA,7220-7229,Food Services,f,f,,,,,,POINT (-122.446906 37.777913),12,7,4,18,54,15,2,8,16,5
1118625-09-161,397111,Darioush Inc,Darioush Inc,1555 Mariposa St,San Francisco,CA,94107,03/29/2006,,09/12/2016,,900 DOOLITTLE DR STE 7A,San Leandro,94577,CA,7220-7229,Food Services,f,f,,,10,Potrero Hill,,,,,,,,,,,,
0364208-01-001,364208,Khan Mohammad,Darbar Pakistani Indian Cusine,1412 Polk St,San Francisco,CA,94109,02/28/2003,,02/28/2003,,277 WESTRIDGE AVE,Daly City,94015,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",3,Nob Hill,,POINT (-122.420544 37.789847),105,4,3,21,28858,13,10,6,21,9
0414068-01-001,414068,"Danny Coyle's","Danny Coyle's",668 Haight St,San Francisco,CA,94117,06/09/2006,,06/09/2006,,668 HAIGHT ST,San Francisco,94117,CA,7220-7229,Food Services,f,f,H86,BARS/TAVERNS W/O FOOD PREP,5,Haight Ashbury,,POINT (-122.433247 37.771749),26,4,11,3,29492,15,11,8,9,5
1136248-02-171,1065497,Danilov Inc,Danilov Inc,401 California Ave,San Francisco,CA,94130,01/01/2017,,01/01/2017,,401 CALIFORNIA AVE,San Francisco,94130,CA,7220-7229,Food Services,f,f,,,6,Treasure Island,,,,,,,,,,,,
0392410-01-001,392410,Danilo Bakery Inc,Danilo Bakery Inc,516 Green St,San Francisco,CA,94133,10/13/2005,,10/13/2005,,516 GREEN ST,San Francisco,94133,CA,7220-7229,Food Services,f,f,,,3,North Beach,,POINT (-122.407796 37.799664),106,6,3,23,308,3,10,1,23,1
1221812-05-191,1101950,"Daniel's Test Kitchen Llc","Daniel's Test Kitchen",600 Van Ness,San Francisco,CA,94110,01/30/2019,,01/30/2019,,1080 FOLSOM ST,San Francisco,94103,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
0490025-01-999,490025,Bh & Mt Llc,"Daniel's Catering",106 Mountain Rd,S San Fran,CA,94080,05/13/2014,,05/13/2014,08/01/2015,PO BOX 5202,S San Fran,94083,CA,7220-7229,Food Services,f,f,,,,,,POINT (-122.422856 37.664732),,,,,28613,,,,,
1039208-09-151,490025,Bh & Mt Llc,"Daniel's Catering",838 Stonegate Dr,S San Francisco,CA,94080,05/13/2014,,05/13/2014,,PO BOX 5202,S San Fran,94083,CA,7220-7229,Food Services,f,f,D19 H76,Multiple,,,,POINT (-122.427589 37.665276),,,,,28613,,,,,
0471629-01-001,471629,Gna Chao Corporation,"Daniel's Cafe",154 Ellis St,San Francisco,CA,94102,07/27/2012,,07/27/2012,,154 ELLIS ST,San Francisco,94102,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",6,Tenderloin,,POINT (-122.40874 37.78539),19,5,10,36,28852,14,9,10,36,10
0346576-03-001,346576,Ripley Daniel S,Daniel Scott Ripley Caterer,2150 3rd St,San Francisco,CA,94107,12/31/2007,,12/31/2007,04/30/2015,4104 24TH ST # 746,San Francisco,94114,CA,7220-7229,Food Services,f,f,,,10,Potrero Hill,,POINT (-122.388777 37.762353),55,2,9,26,28856,10,8,3,29,3
0346576-03-002,346576,Ripley Daniel S,Daniel Scott Ripley Caterer,2339 3rd St Ste 23,San Francisco,CA,94107,12/31/2007,,12/31/2007,07/31/2018,4104 24TH ST # 746,San Francisco,94114,CA,7220-7229,Food Services,f,f,,,10,Potrero Hill,,POINT (-122.388434 37.760275),55,2,9,26,28856,10,8,3,29,3
1036493-08-151,346576,Ripley Daniel S,Daniel Scott Ripley Caterer,425 Barneveld Ave,San Francisco,CA,94124,12/31/2007,,05/01/2015,,4104 24TH ST # 746,San Francisco,94114,CA,7220-7229,Food Services,f,f,H30 H74,Multiple,,,,POINT (-122.403475 37.741637),82,2,9,1,58,10,8,3,1,3
0401676-03-001,401676,Kirker Dawn C,Dandy,1433 Irving St,San Francisco,CA,94122,01/10/2005,,04/06/2013,,1258 12TH AVE APT 3,San Francisco,94122,CA,7220-7229,Food Services,f,f,,,5,Inner Sunset,,POINT (-122.473161 37.763735),109,10,11,14,56,1,11,5,12,8
